Date,DP,PE,BM,CAPE,PCA.price,BY,DEF,TERM,CAY,SIM,VRP,IC,BDI,NOS,CPI,PCR,MA,PCA.tech,OIL,SI,futureRet1M,futureRet3M,futureRet6M,futureRet1Y
6/1/1990,NA,16.65,0.47016785,19.42915229,NA,0,0.9,0.515,0.016120952,0.776923077,NA,0,0,0.0169406,0,-2.059091845,1,2.229210216,-0.204581533,1.2753,-0.008295131,-0.116912586,-0.095993308,0.070867238
6/4/1990,NA,16.8444,0.464727205,19.65599337,NA,-0.0137662,0.91,0.492,0.016120952,0.769230769,0,0,0.000727774,0.0169406,0,-2.038942335,1,2.229210216,-0.12024338,1.2753,-0.032419723,-0.124504677,-0.110180679,0.054708794
6/5/1990,NA,16.8096,0.465766185,19.61533317,NA,0.009079596,0.95,0.505,0.016120952,0.761538462,0,0,0.002871966,0.0169406,0,-2.035081186,1,2.225837106,-0.22697314,1.2753,-0.022674957,-0.134622977,-0.112129318,0.055954572
6/6/1990,NA,16.7325,0.467945718,19.52545275,NA,0.004994766,0.96,0.513,0.016120952,0.753846154,0,0,0.000536399,0.0169406,0,-2.043098345,1,2.225837106,-0.205494631,1.2753,-0.01501795,-0.120897811,-0.10406441,0.053689315
6/7/1990,NA,16.6495,0.469395419,19.42861729,NA,-0.002955046,0.93,0.486,0.016120952,0.746153846,0,0,-0.00313082,0.0169406,0,-2.040079314,0,2.225837106,-0.203393712,1.2753,-0.018509783,-0.121414156,-0.106569807,0.054862574
6/8/1990,NA,16.84,0.47519483,19.19128586,NA,0.017743603,0.95,0.512,0.016120952,0.738461538,0,0,-0.016807803,0.0169406,0,-2.047847826,0,2.225837106,-0.187473143,1.2753,0.007000612,-0.110948537,-0.082846016,0.056155864
6/11/1990,NA,16.9771,0.47025629,19.34771955,NA,0.021380485,0.97,0.497,0.016120952,0.730769231,0,0,-0.026151433,0.0169406,0,-2.037953962,0,2.225837106,-0.184103559,1.2753,0.010480517,-0.11439443,-0.093530938,0.045779407
6/12/1990,NA,17.194,0.464058657,19.5951099,NA,0.025939931,0.95,0.491,0.016120952,0.723076923,0,0,-0.032114999,0.0169406,0,-2.041171139,1,2.225837106,-0.135457007,1.2753,0.002890018,-0.139222839,-0.1139066,0.03961444
6/13/1990,NA,17.1306,0.46578788,19.52309501,NA,-0.059057066,0.93,0.481,0.016120952,0.715384615,0,0,-0.038531067,0.0169406,0,-2.044117051,1,2.225837106,-0.147792136,1.2753,0.01103779,-0.141257991,-0.112664614,0.031693031
6/14/1990,NA,17.0367,0.468055231,19.41630133,NA,-0.089536413,1.01,0.451,0.016120952,0.707692308,0,0,-0.044652111,0.0169406,0,-2.039043462,0,2.225837106,-0.15839485,1.2753,0.012650425,-0.132799464,-0.094883156,0.039787566
6/15/1990,NA,16.84,0.468055231,19.38688703,NA,-0.002494055,1,0.511,0.016120952,0.7,0,0,-0.051976183,0.0169406,0,-2.034258111,0,2.225837106,-0.164922777,1.2753,0.003603211,-0.130218472,-0.094456338,0.052024613
6/18/1990,NA,16.5602,0.476258513,19.06488922,NA,0.036879596,0.99,0.574,0.016120952,0.692307692,0,0,-0.065656317,0.0169406,0,-2.05101339,0,2.225837106,-0.190236616,1.2753,0.023374091,-0.119760443,-0.077943366,0.063113709
6/19/1990,NA,16.634,0.473978576,19.14995779,NA,0.049046606,0.98,0.503,0.016120952,0.684615385,0,0,-0.074302226,0.0169406,0,-2.036983965,0,2.22168904,-0.243259354,1.2753,0.008721308,-0.140509844,-0.077463301,0.054608851
6/20/1990,NA,16.6632,0.472902677,19.18374254,NA,0.080676428,0.99,0.527,0.016120952,0.676923077,0,0,-0.079614953,0.0169406,0,-2.034680722,0,2.22168904,-0.267879445,1.2753,-0.010610253,-0.142779579,-0.084811323,0.043565096
6/21/1990,NA,16.7268,0.470987189,19.25706,NA,0.056713232,0.97,0.495,0.016120952,0.669230769,0,0,-0.083226993,0.0169406,0,-2.033169603,0,2.22168904,-0.185366895,1.2753,-0.013068066,-0.168442126,-0.085743635,0.040636664
6/22/1990,NA,16.57,0.477714613,18.9879811,NA,0.041016621,0.96,0.485,0.016120952,0.661538462,0,0,-0.0844464,0.0169406,0,-2.05692558,0,2.22168904,-0.15855921,1.274923742,0.004659527,-0.142384741,-0.07943096,0.060904277
6/25/1990,NA,16.4245,0.481927711,18.82146952,NA,0.125878743,0.98,0.553,0.016120952,0.653846154,0,0,-0.083358106,0.0169406,0,-2.071083549,0,2.22168904,-0.16412868,1.274553483,0.01016642,-0.144002991,-0.069305145,0.051528855
6/26/1990,NA,16.4129,0.482067104,18.80828033,NA,0.072644968,0.98,0.469,0.016120952,0.646153846,0,0,-0.082332238,0.0169406,0,-2.064286145,0,2.22168904,-0.158309382,1.274189127,0.003912124,-0.156791024,-0.064042517,0.051456605
6/27/1990,NA,16.5565,0.477874415,18.97299263,NA,0.037016297,0.97,0.457,0.016120952,0.638461538,0,0,-0.090568651,0.0169406,0,-2.0470826,0,2.22168904,-0.184018757,1.273830581,0.001153808,-0.148763591,-0.08423528,0.045279018
6/28/1990,NA,16.6726,0.474540882,19.10618729,NA,-0.011783575,0.98,0.452,0.016120952,0.630769231,0,0,-0.100056709,0.0169406,0,-2.049780788,0,2.22168904,-0.167637005,1.27347775,-0.004146942,-0.127116788,-0.105226929,0.045825812
6/29/1990,NA,16.39,0.477532114,19.12703224,NA,-0.047968889,0.98,0.42,0.016120952,0.623076923,0,0,-0.111556217,0.0169406,0,-2.045979812,0,2.22168904,-0.182126263,1.273130545,-0.007007344,-0.127349767,-0.109147728,0.036044386
7/2/1990,NA,16.4596,0.482881839,19.2082469,NA,-0.050117709,0.98,0.43,0.02093611,0.615384615,0,0,-0.11173301,0.0191804,0,-2.043316534,0,2.22168904,-0.194015278,1.272788875,-0.022672626,-0.143747177,-0.130856947,0.049857096
7/3/1990,NA,16.488,0.482113586,19.24137955,NA,-0.065013543,0.98,0.437,0.02093611,0.607692308,0,0,-0.111936845,0.0191804,0,-2.040020286,0,2.217564094,-0.16329244,1.272452652,-0.04340984,-0.141336093,-0.134293249,0.046942718
7/5/1990,NA,16.2829,0.482113586,19.00204698,NA,-0.057044717,0.97,0.477,0.02093611,0.592307692,0,0,-0.114543485,0.0191804,0,-2.044961625,0,1.631326818,-0.163457882,1.27212179,-0.06160386,-0.132632112,-0.132664215,0.048431297
7/6/1990,NA,16.62,0.484355323,19.14855024,NA,0.05502083,0.97,0.5,0.02093611,0.584615385,0,0,-0.107528395,0.0191804,0,-2.030535817,0,2.217564094,-0.150762171,1.271796203,-0.068082543,-0.133969921,-0.130626022,0.042764195
7/9/1990,NA,16.671,0.481533202,19.20743786,NA,0.098350482,0.98,0.505,0.02093611,0.576923077,0,0,-0.101599534,0.0191804,0,-2.029287423,0,2.217564094,-0.106325068,1.271475807,-0.060688946,-0.164130217,-0.131467277,0.049965644
7/10/1990,NA,16.5305,0.485484028,19.04567855,NA,0.110474229,0.97,0.519,0.02093611,0.569230769,0,0,-0.095918708,0.0191804,0,-2.043233813,0,1.631326818,-0.042756368,1.271160519,-0.047537058,-0.171224559,-0.13173372,0.053575465
7/11/1990,NA,16.7503,0.478812545,19.29903633,NA,0.105679409,0.98,0.528,0.02093611,0.561538462,0,0,-0.101811365,0.0191804,0,-2.038410236,0,2.217564094,-0.033214424,1.270850257,-0.073833307,-0.200981411,-0.140982131,0.03938254
7/12/1990,NA,16.9455,0.473215976,19.52408128,NA,0.030167063,0.95,0.56,0.02093611,0.553846154,0,0,-0.090415755,0.0191804,0,-2.049870438,1,2.217564094,0.037531999,1.270544942,-0.075574087,-0.197219637,-0.144822063,0.031063502
7/13/1990,NA,16.67,0.470898474,19.6239177,NA,-0.027368127,0.96,0.571,0.02093611,0.546153846,0,0,-0.074590657,0.0191804,0,-2.056198675,1,2.217564094,0.028170877,1.270244495,-0.07905629,-0.191714585,-0.113284037,0.034622753
7/16/1990,NA,16.7444,0.468977161,19.59016777,NA,-0.027894379,0.94,0.561,0.02093611,0.538461538,0,0,-0.06927031,0.0191804,0,-2.066201302,1,2.217564094,0.068151539,1.269948838,-0.081539061,-0.210485154,-0.104833633,0.035779897
7/17/1990,NA,16.6795,0.470477535,19.51426533,NA,-0.027428543,0.93,0.582,0.02093611,0.530769231,0,0,-0.060901506,0.0191804,0,-2.068637967,1,2.217564094,0.094988516,1.269657895,-0.100468761,-0.207137163,-0.104478111,0.037437956
7/18/1990,NA,16.5298,0.474698566,19.33907085,NA,0.037927314,0.96,0.692,0.02093611,0.523076923,0,0,-0.053733497,0.0191804,0,-2.069350204,1,2.213658725,0.026770241,1.26937159,-0.105262899,-0.175023013,-0.103799797,0.045513624
7/19/1990,NA,16.5797,0.473126419,19.39750398,NA,0.027460928,0.95,0.705,0.02093611,0.515384615,0,0,-0.047721145,0.0191804,0,-2.067845453,1,2.213658725,0.05632241,1.269089849,-0.106206403,-0.156233215,-0.101044866,0.05343023
7/20/1990,NA,16.81,0.478034323,19.20075121,NA,0.00635303,0.95,0.678,0.02093611,0.507692308,0,0,-0.017204847,0.0191804,0,-2.079717351,0,2.213658725,0.027923221,1.268812601,-0.116449615,-0.138755839,-0.077092683,0.060649022
7/23/1990,NA,16.5171,0.485696246,18.86646797,NA,0.026896235,0.94,0.754,0.02093611,0.5,0,0,-0.008876934,0.0191804,0,-2.103716881,0,2.213658725,0.075985907,1.266397017,-0.115509441,-0.128834279,-0.055671176,0.074730976
7/24/1990,NA,16.5394,0.484777972,18.8921893,NA,0.067745667,0.93,0.723,0.02093611,0.492307692,0,0,-0.005933305,0.0191804,0,-2.107414774,0,2.213658725,0.096965245,1.264019945,-0.147297501,-0.129416251,-0.057140227,0.064303102
7/25/1990,NA,16.5999,0.483045116,18.96145303,NA,0.013516115,0.94,0.67,0.02093611,0.484615385,0,0,-0.004794432,0.0191804,0,-2.104743327,0,2.213658725,0.098406234,1.261680771,-0.13655641,-0.140867317,-0.061352995,0.058598035
7/26/1990,NA,16.545,0.484660495,18.89902883,NA,0.017223596,0.93,0.655,0.02093611,0.476923077,0,0,0.002061325,0.0191804,0,-2.112100114,0,2.213658725,0.090690326,1.25937889,-0.101866989,-0.155317385,-0.043059377,0.068016493
7/27/1990,NA,16.48,0.487900078,18.76812622,NA,-0.048945138,0.95,0.645,0.02093611,0.469230769,0,0,0.007723911,0.0191804,0,-2.113013584,0,2.213658725,0.077799716,1.257113709,-0.095213987,-0.157684152,-0.027275591,0.074901892
7/30/1990,NA,16.5784,0.484824978,18.88042714,NA,-0.118925355,0.94,0.596,0.02093611,0.461538462,0,0,0.010606067,0.0191804,0,-2.110706486,0,2.213658725,0.068074371,1.254884642,-0.092336123,-0.156440836,-0.035789677,0.074760671
7/31/1990,NA,16.6064,0.487115787,18.91254576,NA,-0.119889201,0.92,0.615,0.02093611,0.453846154,0,0,0.013329474,0.0191804,0,-2.117491117,0,2.213658725,0.102197059,1.252691113,-0.111070392,-0.158324289,-0.022172976,0.082271348
8/1/1990,NA,16.577,0.488114414,18.87934777,NA,-0.181801551,0.94,0.604,0.02093611,0.446153846,0,0,0.02083292,-0.0023959,0,-2.132085525,0,2.209578863,0.180095624,1.250532556,-0.097292341,-0.146668614,-0.012054816,0.086934023
8/2/1990,NA,16.3886,0.493705258,18.66506336,NA,-0.080435466,0.95,0.706,0.02093611,0.438461538,0,0,0.027908704,-0.0023959,0,-2.172292475,0,2.209578863,0.251005395,1.248408413,-0.084221888,-0.119630508,0.018575687,0.096581912
8/3/1990,NA,16.48,0.503347259,18.31396476,NA,-0.013211093,1.03,0.872,0.02093611,0.430769231,0,0,0.022291313,-0.0023959,0,-2.214147812,0,2.209578863,0.293004501,1.246318135,-0.061192042,-0.091868334,0.033251802,0.115751164
8/6/1990,NA,15.9816,0.518968291,17.76051154,NA,0.216118432,1.01,1.159,0.02093611,0.423076923,0,0,0.022718666,-0.0023959,0,-2.320177459,0,1.072636369,0.428181066,1.244261183,-0.042670127,-0.070643093,0.071869254,0.140971576
8/7/1990,NA,16.0007,0.518322708,17.78219168,NA,0.249874654,1.01,1.188,0.02093611,0.415384615,0,0,0.026388193,-0.0023959,0,-2.322862869,0,1.658770462,0.399302574,1.242237026,-0.034732993,-0.090005159,0.096034844,0.15411228
8/8/1990,NA,16.1689,0.513162621,17.96957393,NA,0.267334347,1.03,1.127,0.02093611,0.407692308,0,0,0.03962308,-0.0023959,0,-2.261852667,0,1.658770462,0.311065835,1.240245139,-0.050679046,-0.095248116,0.077185417,0.143500744
8/9/1990,NA,16.2449,0.510751315,18.05446133,NA,0.176339464,0.97,0.999,0.02093611,0.4,0,0,0.048811349,-0.0023959,0,-2.252524019,0,1.658770462,0.303519063,1.23828501,-0.057203405,-0.080204514,0.082081712,0.135632496
8/10/1990,NA,16.48,0.517571554,17.82036525,NA,0.182244295,0.98,1.034,0.02093611,0.392307692,0,0,0.055810879,-0.0023959,0,-2.282079885,0,1.072636369,0.285777673,1.236356131,-0.039454408,-0.048986893,0.082076514,0.143053155
8/13/1990,NA,16.6431,0.512610211,17.99735867,NA,0.214599615,0.97,1.04,0.02093611,0.384615385,0,0,0.056721955,-0.0023959,0,-2.271134783,0,1.072636369,0.312262626,1.234458004,-0.061434698,-0.064514911,0.085431213,0.135528865
8/14/1990,NA,16.6701,0.511665984,18.02723163,NA,0.173650401,0.98,0.992,0.02093611,0.376923077,0,0,0.053547066,-0.0023959,0,-2.274265036,0,1.072636369,0.328104618,1.23259014,-0.068784536,-0.057579673,0.084703108,0.138022017
8/15/1990,NA,16.703,0.51072523,17.98049311,NA,0.15403434,0.99,0.935,0.02093611,0.369230769,0,0,0.049756474,-0.0023959,0,-2.27602386,0,1.659625303,0.338060799,1.230752055,-0.067794222,-0.070157209,0.071158769,0.136768223
8/16/1990,NA,16.3263,0.52276648,17.57564996,NA,0.289123966,1,1.034,0.02093611,0.361538462,0,0,0.040586813,-0.0023959,0,-2.317018455,0,1.074778111,0.377355149,1.228943275,-0.042372581,-0.047028727,0.09350618,0.158118335
8/17/1990,NA,15.88,0.529941706,17.33512378,NA,0.296095196,1.01,1.072,0.02093611,0.353846154,0,0,0.036749856,-0.0023959,0,-2.351183011,0,1.074778111,0.449742244,1.227163332,-0.034856034,-0.026238815,0.10918141,0.162253513
8/20/1990,NA,15.9129,0.528625046,17.37167297,NA,0.311799706,1.08,1.021,0.02093611,0.346153846,0,0,0.031538663,-0.0023959,0,-2.368841564,0,-0.067526983,0.47957308,1.225411768,-0.053232148,-0.041010997,0.111502765,0.136271084
8/21/1990,NA,15.5908,0.539490721,17.02059914,NA,0.328225251,1.07,1.01,0.02093611,0.338461538,0.142265956,0,0.029813123,-0.0023959,0,-2.404767358,0,-0.067526983,0.448621751,1.223688129,-0.033295346,-0.018279523,0.119762613,0.164553458
8/22/1990,NA,15.3336,0.548546352,16.74036523,NA,0.43385679,1.03,1.125,0.02093611,0.330769231,0.36942537,0,0.026593561,-0.0023959,0,-2.463371641,0,-0.067526983,0.560176483,1.222661581,-0.038514597,-0.004591158,0.14989496,0.210177209
8/23/1990,NA,14.8739,0.56561086,16.23905004,NA,0.488559281,0.97,1.242,0.02093611,0.323076923,1.009864363,0,0.025939654,-0.0023959,0,-2.518620685,0,-0.067526983,0.584347549,1.221651399,0.003900414,0.030311668,0.178509397,0.242508026
8/24/1990,NA,14.78,0.557351466,16.47479704,NA,0.506949441,1.05,1.337,0.02093611,0.315384615,1.485390815,0,0.023734278,-0.0023959,0,-2.478652504,0,-0.067526983,0.541819727,1.220657323,-0.020922962,0.020934358,0.173341029,0.235350848
8/27/1990,NA,15.2511,0.540131792,17.00038266,NA,0.338205485,1.05,1.102,0.02093611,0.307692308,1.457431617,0,0.022445022,-0.0023959,0,-2.389869312,0,-0.067526983,0.39769161,1.219679096,-0.065800309,-0.010916763,0.138879652,0.203159225
8/28/1990,NA,15.2464,0.540102619,16.99551214,NA,0.379755854,1,1.195,0.02093611,0.3,1.536268401,0,0.017268092,-0.0023959,0,-2.373927672,0,-0.067526983,0.47143938,1.218716465,-0.048751265,-0.015429308,0.159002453,0.201462519
8/29/1990,NA,15.3816,0.535389228,17.14666891,NA,0.265250931,1,1.097,0.02093611,0.292307692,1.528668889,0,0.012378191,-0.0023959,0,-2.31953799,0,-0.058593696,0.392813991,1.217769181,-0.028947619,-0.006095222,0.148711405,0.201699305
8/30/1990,NA,15.1216,0.544840362,16.85724158,NA,0.291303541,1,1.161,0.02093611,0.284615385,1.725807155,0,0.01171286,-0.0023959,0,-2.355426932,0,-0.058593696,0.445866944,1.216836999,-0.011042515,0.016770512,0.165068155,0.218318778
8/31/1990,NA,15.19,0.538793103,17.06123728,NA,0.290371971,0.97,1.235,0.02093611,0.276923077,1.911108413,0,0.009502101,-0.0023959,0,-2.352464362,0,-1.266998926,0.493408638,1.21591968,-0.035210906,0.01168126,0.150503518,0.203684615
9/4/1990,NA,15.215,0.538822135,17.08963213,NA,0.325838059,1,1.256,0.02093611,0.261538462,2.108108608,0,-0.002872427,0.0233949,0,-2.398334085,0,-1.266998926,0.542928869,1.215016985,-0.032718638,0.020919279,0.143540253,0.193713497
9/5/1990,NA,15.2762,0.534073916,17.15875738,NA,0.266315064,1.01,1.213,0.02093611,0.253846154,2.277625777,0,-0.003511923,0.0233949,0,-2.39967593,0,-1.266998926,0.579890478,1.214128683,-0.040547157,0.014323998,0.131637588,0.184123317
9/6/1990,NA,15.0911,0.5404529,16.95123619,NA,0.250068002,0.95,1.202,0.02093611,0.246153846,2.600657393,0,-0.00174238,0.0233949,0,-2.443094205,0,-1.266998926,0.62757515,1.213254542,-0.022021901,0.022493659,0.156021238,0.194181712
9/7/1990,NA,15.2,0.535589952,17.1070986,NA,0.215409567,0.95,1.166,0.02093611,0.238461538,2.824990463,0,-0.002441789,0.0233949,0,-2.406134486,0,-1.266998926,0.579961172,1.212394338,-0.058250355,0.016833401,0.144028057,0.184946433
9/10/1990,NA,15.1168,0.538531962,17.01381409,NA,0.256060727,0.93,1.16,0.02093611,0.230769231,2.973268863,0,-0.003896417,0.0233949,0,-2.426810675,0,-1.266998926,0.580845951,1.211547849,-0.068320186,0.014844348,0.149757123,0.189071517
9/11/1990,NA,15.0891,0.539287063,16.98294728,NA,0.211469213,1.06,1.162,0.02093611,0.223076923,3.126451397,0,-0.003690172,0.0233949,0,-2.413835994,0,-1.266998926,0.559453252,1.210714855,-0.083032262,0.02810252,0.147623784,0.180534098
9/12/1990,NA,15.1596,0.536768653,17.06264173,NA,0.217770677,1.04,1.194,0.02093611,0.215384615,3.319201132,0,-0.003494806,0.0233949,0,-2.406194308,0,-1.266998926,0.592187682,1.209895141,-0.07234469,0.020863492,0.128016898,0.177249914
9/13/1990,NA,14.9767,0.543360139,16.85719776,NA,0.232816607,1.02,1.236,0.02093611,0.207692308,3.633034851,0,-0.003309748,0.0233949,0,-2.414917257,0,-1.256901366,0.625635934,1.209088497,-0.049601728,0.025316239,0.143772201,0.195209539
9/14/1990,NA,15.16,0.546597431,16.76138934,NA,0.274160369,1.09,1.276,0.02093611,0.2,4.025148934,0,0.001620293,0.0233949,0,-2.422667898,0,-1.877760002,0.689375963,1.208294713,-0.058189373,0.028593377,0.145851426,0.191208921
9/17/1990,NA,15.205,0.544959128,16.67117781,NA,0.298097591,1.11,1.296,0.02093611,0.192307692,4.354054359,0,0.00391031,0.0233949,0,-2.439256242,0,-1.877760002,0.764947609,1.207513584,-0.061687275,0.037916307,0.145341045,0.193939408
9/18/1990,NA,15.2447,0.543507799,16.71530093,NA,0.300002461,1.14,1.283,0.02093611,0.184615385,4.547869314,0,0.001326028,0.0233949,0,-2.441876734,0,-2.462214299,0.781002428,1.206744909,-0.04120133,0.035762134,0.149107043,0.190604796
9/19/1990,NA,15.149,0.546986107,16.61094598,NA,0.26352682,1.13,1.253,0.02093611,0.176923077,4.711704435,0,-0.0003286,0.0233949,0,-2.450921633,0,-2.462214299,0.672269596,1.205988489,-0.01309868,0.041817077,0.17274755,0.200630495
9/20/1990,NA,14.904,0.555895269,16.34288171,NA,0.285675022,1.16,1.271,0.02093611,0.169230769,4.891531214,0,-0.005857775,0.0233949,0,-2.479032163,0,-2.462214299,0.687115279,1.205244129,0.010475313,0.063046543,0.186523793,0.218535545
9/21/1990,NA,14.88,0.555555556,16.33504423,NA,0.357601649,1.18,1.385,0.02093611,0.161538462,5.127258015,0,-0.010306689,0.0233949,0,-2.508191166,0,-2.462214299,0.712238799,1.204511636,0.003335047,0.057968256,0.186691199,0.219977811
9/24/1990,NA,14.5583,0.567826926,15.98246436,NA,0.403744602,1.15,1.419,0.02093611,0.153846154,5.303662478,0,-0.012145846,0.0233949,0,-2.565514151,0,-2.462214299,0.802728647,1.203829085,0.025957808,0.08269849,0.198043751,0.236663484
9/25/1990,NA,14.7337,0.561104253,16.17558801,NA,0.358653367,1.09,1.381,0.02093611,0.146153846,5.391659701,0,-0.014686094,0.0233949,0,-2.553992586,0,-2.462214299,0.810930216,1.203157415,0.006176952,0.062953781,0.207911014,0.229314055
9/26/1990,NA,14.5808,0.567054154,16.00821677,NA,0.338897656,1.1,1.442,0.02093611,0.138461538,5.390098361,0,-0.017893867,0.0233949,0,-2.57630857,0,-2.462214299,0.813065932,1.202496455,-0.001147974,0.074697846,0.216869403,0.237606089
9/27/1990,NA,14.3853,0.574811749,15.79412881,NA,0.228024965,1.12,1.41,0.02093611,0.130769231,5.162874582,0,-0.018552115,0.0233949,0,-2.603583856,0,-2.452817147,0.839990281,1.201846032,0.003018995,0.092748507,0.232555214,0.250095402
9/28/1990,NA,14.34,0.567633536,16.06111834,NA,0.150469448,1.16,1.445,0.02093611,0.123076923,4.687219295,0,-0.01758381,0.0233949,0,-2.58603205,0,-2.452817147,0.859948197,1.201205979,-0.006523437,0.06452831,0.204137078,0.231829781
10/1/1990,NA,14.7565,0.556142595,16.52807,NA,0.079125608,1.1,1.376,0.016738871,0.115384615,4.255925999,0,-0.017463135,-0.0096867,0,-2.520146207,0,-2.452817147,0.791968505,1.20057613,-0.035354443,0.021889859,0.18425656,0.208262305
10/2/1990,NA,14.7692,0.555586421,16.54265533,NA,0.033555711,1.1,1.28,0.016738871,0.107692308,3.858226485,0,-0.018148222,-0.0096867,0,-2.468543753,0,-2.452817147,0.721528473,1.199956323,-0.026326191,0.01820204,0.169839551,0.210854267
10/3/1990,NA,14.5907,0.562176748,16.34311166,NA,0.07036073,1.12,1.32,0.016738871,0.1,3.596301332,0,-0.018799885,-0.0096867,0,-2.534786688,0,-2.452817147,0.817988832,1.199346398,0.001444044,0.01289023,0.180902224,0.220596959
10/4/1990,NA,14.6511,0.559973121,16.41122611,NA,-0.000628594,1.09,1.292,0.016738871,0.092307692,3.361126578,0,-0.024224824,-0.0096867,0,-2.52358278,0,-2.452817147,0.800827079,1.198746197,0.006057919,0.007042844,0.188702596,0.206653478
10/5/1990,NA,14.64,0.562113547,16.3492007,NA,-0.005534596,1.13,1.377,0.016738871,0.084615385,2.917888032,0,-0.010144491,-0.0096867,0,-2.542587829,0,-2.452817147,0.807645278,1.198155565,0.000385159,-3.21E-05,0.199823992,0.20202976
10/8/1990,NA,14.7331,0.55862801,16.45355475,NA,0.017173731,1.12,1.402,0.016738871,0.076923077,2.653838219,0,-0.002402273,-0.0096867,0,-2.544459068,0,-2.452817147,0.801793648,1.197574349,-0.024117781,0.003343899,0.195562376,0.191119035
10/9/1990,NA,14.3392,0.57382223,16.01413665,NA,0.15651553,1.11,1.407,0.016738871,0.069230769,2.679015748,0,-0.003075682,-0.0096867,0,-2.589954856,0,-2.452817147,0.783223556,1.1970024,0.008193155,0.032662939,0.239385887,0.221293266
10/10/1990,NA,14.1178,0.58285248,15.7673317,NA,0.251248421,1.14,1.487,0.016738871,0.061538462,2.700899611,0,0.000290296,-0.0096867,0,-2.574108817,0,-2.452817147,0.745406784,1.196439569,0.043482987,0.039490838,0.26221829,0.226632912
10/11/1990,NA,13.8861,0.592487262,15.50896546,NA,0.258852172,1.18,1.542,0.016738871,0.053846154,2.927928582,0,0.006677421,-0.0096867,0,-2.606144145,0,-2.443752011,0.772406754,1.195885712,0.07816121,0.05999928,0.273656741,0.253084111
10/12/1990,NA,14.13,0.583430572,15.74927863,NA,0.145383041,1.2,1.436,0.016738871,0.046153846,3.003395866,0,0.02709004,-0.0096867,0,-2.586917487,0,-2.443752011,0.755253121,1.195340685,0.057130638,0.052397574,0.247280781,0.240097311
10/15/1990,NA,14.2807,0.577100646,15.91768809,NA,0.126239044,1.18,1.41,0.016738871,0.038461538,2.883065699,0,0.035966565,-0.0096867,0,-2.551561998,0,-2.443752011,0.715799715,1.194804348,0.055078622,0.078430547,0.228176539,0.242562652
10/16/1990,NA,14.0777,0.585377276,15.58536292,NA,0.085782152,1.2,1.362,0.016738871,0.030769231,2.812020136,0,0.038756285,-0.0096867,0,-2.5779836,0,-2.443752011,0.716824623,1.194276561,0.058788884,0.105651521,0.24461616,0.268557156
10/17/1990,NA,14.0702,0.585651537,15.57752642,NA,0.07549989,1.23,1.312,0.016738871,0.023076923,2.837370018,0,0.045335076,-0.0096867,0,-2.575803118,0,-2.443752011,0.627281926,1.193757189,0.059639676,0.102659052,0.247767585,0.273660001
10/18/1990,NA,14.3989,0.572016932,15.94198499,NA,0.010324542,1.24,1.186,0.016738871,0.015384615,2.825848899,0,0.059396523,-0.0096867,0,-2.520953749,0,-2.443752011,0.585072959,1.193246097,0.043521298,0.071223216,0.215460551,0.24832267
10/19/1990,NA,14.05,0.559033989,16.29360864,NA,-0.053762378,1.26,1.157,0.016738871,0.007692308,2.774158208,0,0.060779512,-0.0096867,0,-2.465738878,0,-2.443752011,0.49681746,1.192942443,0.009015815,0.055188349,0.193048507,0.22799607
10/22/1990,NA,14.1525,0.555031359,16.41268021,NA,-0.047948046,1.3,1.153,0.016738871,0,2.67811999,0,0.10112381,-0.0096867,0,-2.41014061,0,-2.443752011,0.331130644,1.19264363,0.004026702,0.061663156,0.171535849,0.214387576
10/23/1990,NA,14.0446,0.559159025,16.2877201,NA,-0.002898814,1.3,1.21,0.016738871,0,2.722052645,0,0.099891837,-0.0096867,0,-2.397246907,0,-2.443752011,0.369352859,1.192349581,0.00873368,0.073163103,0.183702555,0.21641073
10/24/1990,NA,14.0554,0.558596805,16.30041891,NA,-0.025466304,1.3,1.188,0.016738871,0,2.890375047,0,0.08791272,-0.0096867,0,-2.430494279,0,-2.443752011,0.438834249,1.19206022,0.012430419,0.072276024,0.196009702,0.215926271
10/25/1990,NA,13.9461,0.562936276,16.17389006,NA,-0.046673616,1.29,1.189,0.016738871,0,3.139290476,0,0.082086582,-0.0096867,0,-2.479231911,0,-2.434836461,0.527509033,1.191775472,0.025245264,0.079514322,0.204418204,0.216304602
10/26/1990,NA,14.7,0.571787981,15.88985733,NA,-0.037044467,1.3,1.265,0.016738871,0,3.558058689,0,0.072028398,-0.0096867,0,-2.482955904,0,-2.434836461,0.467160054,1.191495264,0.042533633,0.112258008,0.222913798,0.231802746
10/29/1990,NA,14.5635,0.577133953,15.74295348,NA,0.025522076,1.26,1.309,0.016738871,0,3.831469376,0,0.061834433,-0.0096867,0,-2.51009484,0,-2.434836461,0.47625148,1.191219524,0.047040858,0.130408561,0.230352169,0.254885624
10/30/1990,NA,14.6686,0.573033064,15.85731772,NA,0.015262857,1.3,1.321,0.016738871,0,3.995403296,0,0.055311791,-0.0096867,0,-2.503263654,0,-2.434836461,0.401852648,1.190948179,0.058009492,0.120651159,0.215868583,0.252709378
10/31/1990,NA,14.6657,0.575871005,15.85486586,NA,-0.045956633,1.29,1.282,0.016738871,0,4.161276087,0,0.05297918,-0.0096867,0,-2.512565159,0,-2.434836461,0.363633121,1.190681161,0.064024409,0.136151313,0.219214791,0.256680124
